Phone_ID,Doc_ID,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,Action
34,3,1.644,0.445,16.243,-47.312,17.115,-40.117,7.2475,0.74297,3,1.4502,2,0,7.6891,34.333,0.445,17.115,0.74297,0
34,3,1.133,0.44,15.807,-48.184,16.352,-41.534,6.6721,0.84019,3,1.489,2,5.0803,13.627,32.902,0.44,16.352,0.84019,2
34,3,0.906,0.4,16.134,-48.947,16.134,-41.534,7.4129,0.87127,3,1.5708,2,5.7375,12.469,52.296,0.4,16.134,0.87127,2
34,3,0.89,0.401,15.916,-48.62,15.916,-41.97,6.6498,0.77462,3,1.5708,2,2.348,12.825,38.033,0.401,15.916,0.77462,2
34,3,0.769,0.398,15.371,-47.53,14.935,-40.117,7.4257,0.83163,3,1.6296,2,5.194,15.128,54.741,0.398,14.935,0.83163,2
34,3,0.764,0.425,14.935,-48.075,15.153,-39.463,8.6148,0.83651,3,1.5455,2,7.1171,18.525,32.546,0.425,15.153,0.83651,2
34,3,0.695,0.406,15.153,-46.767,15.371,-38.918,7.852,0.73107,3,1.543,2,5.5112,13.184,32.588,0.406,15.371,0.73107,2
34,3,0.706,0.389,15.153,-47.966,15.262,-38.373,9.5938,0.84818,3,1.5594,2,9.9849,30.881,47.869,0.389,15.262,0.84818,2
34,3,0.718,0.382,15.48,-47.312,15.262,-39.354,7.9609,0.82337,3,1.5982,2,6.4125,13.627,56.914,0.382,15.262,0.82337,1
34,3,0.755,0.365,15.371,-47.966,16.134,-38.809,9.1888,0.85483,3,1.4877,2,4.0777,19.238,65.768,0.365,16.134,0.85483,0
34,3,1.079,0.417,15.589,-47.639,15.589,-40.008,7.6309,0.88826,3,1.5708,2,5.8331,13.542,36.597,0.417,15.589,0.88826,2
34,3,0.767,0.427,15.262,-48.075,14.826,-40.226,7.861,0.86028,3,1.6263,2,2.6844,15.235,45.118,0.427,14.826,0.86028,2
34,3,12.957,0.515,15.371,-47.857,14.608,-37.609,10.276,0.67886,3,1.6451,2,3.4088,12.825,40.042,0.515,14.608,0.67886,2
34,3,26.566,0.115,34.23,-54.942,34.23,-54.942,0,1,2,0,2,0,0,0,0.115,34.23,1,2
34,3,0.866,0.52,15.589,-48.62,16.897,-37.064,11.629,0.90299,3,1.4581,2,7.9192,18.169,35.305,0.52,16.897,0.90299,2
34,3,1.125,0.516,15.698,-46.112,16.461,-36.737,9.4061,0.84438,3,1.4896,2,6.0563,13.627,38.447,0.516,16.461,0.84438,2
34,3,1.875,0.778,15.044,-46.658,15.698,-38.155,8.5281,0.84658,3,1.494,2,4.053,9.0845,22.345,0.778,15.698,0.84658,2
34,3,4.959,0.528,15.371,-47.312,16.352,-40.989,6.3984,0.7996,3,1.4169,2,0,7.7865,19.005,0.528,16.352,0.7996,1
34,3,1.299,0.575,15.698,-46.33,16.243,-39.463,6.8894,0.67812,3,1.4916,2,0,6.4125,14.847,0.575,16.243,0.67812,0
34,3,1.19,0.559,15.48,-45.676,16.025,-39.245,6.4548,0.75124,3,1.4863,2,1.6916,7.7866,27.766,0.559,16.025,0.75124,2
34,3,1.322,0.534,15.153,-46.003,15.698,-40.008,6.0204,0.75972,3,1.4801,2,0,8.5648,36.742,0.534,15.698,0.75972,2
34,3,0.868,0.517,15.48,-45.785,14.826,-40.88,4.949,0.73556,3,1.7033,2,0,6.8134,17.365,0.517,14.826,0.73556,2
34,3,0.727,0.47,14.063,-46.439,14.935,-39.245,7.2475,0.81274,3,1.4502,2,0,12.825,30.057,0.47,14.935,0.81274,2
34,3,0.976,0.558,14.717,-45.458,14.063,-38.7,6.7904,0.75056,3,1.6673,2,3.8334,13.627,25.713,0.558,14.063,0.75056,2
34,3,0.948,0.64,14.172,-45.349,13.518,-39.354,6.0313,0.87138,3,1.6795,2,5.7694,6.5141,14.364,0.64,13.518,0.87138,2
34,3,5.054,0.4,14.063,-46.112,13.409,-41.752,4.4093,0.65077,3,1.7197,2,0.41667,6.2344,42.209,0.4,13.409,0.65077,1
34,3,0.846,0.5,16.025,-44.259,14.935,-37.5,6.8461,0.81134,3,1.7307,2,4.3562,18.144,49.74,0.5,14.935,0.81134,0
34,3,1.166,0.559,14.281,-44.586,14.172,-36.737,7.8497,0.78505,3,1.5847,2,0.54506,10.715,52.694,0.559,14.172,0.78505,2
34,3,12.268,0.381,14.826,-45.022,14.826,-37.718,7.3039,0.81967,3,1.5708,2,5.1478,15.021,61.171,0.381,14.826,0.81967,2
34,3,-1211.8,0.458,17.66,-47.312,16.025,-38.591,8.873,0.81361,3,1.7561,2,2.5819,15.244,61.313,0.458,16.025,0.81361,2
34,2,1.752,0.845,12.973,-48.402,14.281,-30.088,18.361,0.91887,3,1.4995,2,5.7088,13.627,48.817,0.845,14.281,0.91887,2
34,2,1.768,0.902,14.39,-47.094,15.371,-30.197,16.925,0.86948,3,1.5128,2,5.302,13.127,40.449,0.902,15.371,0.86948,2
34,2,3.334,0.65,14.935,-44.15,17.442,-30.415,13.963,0.87967,3,1.3902,2,5.2985,15.404,59.586,0.65,17.442,0.87967,1
34,2,1.506,0.736,12.318,-42.951,16.461,-26.054,17.397,0.84127,3,1.3304,2,4.4249,20.764,53.3,0.736,16.461,0.84127,0
34,2,3.828,2.329,11.337,-40.771,18.641,-25.836,16.625,0.7658,3,1.1159,2,0,7.0404,23.69,2.329,18.641,0.7658,2
34,2,3.195,1.221,15.807,-46.876,16.788,-34.884,12.031,0.86265,3,1.4892,2,5.5367,12.113,16.619,1.221,16.788,0.86265,2
34,2,1.912,0.968,14.717,-43.714,16.134,-34.884,8.943,0.8285,3,1.4117,2,6.0562,9.6354,15.361,0.968,16.134,0.8285,2
34,2,3.208,1.233,15.807,-46.767,16.679,-39.027,7.7889,0.75468,3,1.4586,2,0,6.8133,14.854,1.233,16.679,0.75468,2
34,2,2.22,1.505,16.461,-47.639,16.679,-37.609,10.032,0.61538,3,1.5491,2,0,3.8933,7.2676,1.505,16.679,0.61538,2
34,2,2.641,1.133,16.461,-48.184,17.224,-40.88,7.3436,0.51258,3,1.4667,2,0,3.782,25.792,1.133,17.224,0.51258,2
34,2,2.45,1.061,16.243,-47.748,16.57,-41.425,6.3312,0.75242,3,1.5191,2,1.5228,7.3413,20.067,1.061,16.57,0.75242,1
34,2,1.76,0.778,15.589,-47.53,17.006,-40.008,7.6542,0.81685,3,1.3846,2,2.1791,6.8133,23.198,0.778,17.006,0.81685,0
34,2,6.678,0.687,16.461,-47.53,16.679,-41.97,5.5639,0.82927,3,1.5316,2,3.3683,7.2675,16.673,0.687,16.679,0.82927,2
34,2,4.937,0.822,15.589,-49.492,17.006,-41.316,8.2979,0.84046,3,1.3992,2,3.7038,6.4125,14.535,0.822,17.006,0.84046,2
34,2,3.725,0.733,17.115,-49.383,17.442,-42.624,6.7667,0.82646,3,1.5224,2,4.5499,9.3317,18.161,0.733,17.442,0.82646,2
34,2,9.577,0.704,16.897,-47.312,18.314,-40.662,6.7991,0.86502,3,1.3608,2,3.2947,8.5649,15.912,0.704,18.314,0.86502,2
34,2,9.143,0.774,16.897,-47.421,21.803,-35.429,12.956,0.92249,3,1.1825,2,6.7674,18.144,25.834,0.774,21.803,0.92249,2
34,2,0.863,0.248,17.333,-46.985,19.295,-41.425,5.8958,0.91721,3,1.2315,2,6.6382,26.439,61.406,0.248,19.295,0.91721,2
34,2,0.953,0.184,16.679,-47.748,20.058,-39.027,9.3529,0.91556,3,1.2011,2,7.4148,93.511,117.47,0.184,20.058,0.91556,2
34,2,0.819,0.059,17.442,-36.955,17.442,-36.955,0,1,2,0,2,0,0,0,0.059,17.442,1,2
34,2,15.138,0.496,16.788,-38.155,17.551,-43.278,5.1801,0.7881,1,-1.4229,2,0,6.4181,13.088,0.496,17.551,0.7881,2
34,2,2.38,0.967,16.57,-47.421,22.021,-32.159,16.206,0.93992,3,1.2278,2,6.9495,13.542,33.597,0.967,22.021,0.93992,2
34,2,4.908,0.883,17.224,-46.439,20.276,-36.083,10.797,0.79589,3,1.2842,2,0,6.8133,22.127,0.883,20.276,0.79589,2
34,2,2.071,0.575,16.679,-47.312,17.769,-38.918,8.4645,0.74894,3,1.4416,2,0,7.7867,50.077,0.575,17.769,0.74894,1
34,2,4.994,0.585,16.788,-47.857,17.769,-38.7,9.2095,0.74923,3,1.4641,2,4.9822,12.112,34.547,0.585,17.769,0.74923,0
34,2,2.759,1.036,16.57,-48.729,21.039,-36.192,13.309,0.86033,3,1.2283,2,5.8331,9.6354,38.712,1.036,21.039,0.86033,2
34,2,5.201,1.02,17.224,-48.62,19.186,-40.226,8.6203,0.72714,3,1.3412,2,0,6.8133,10.278,1.02,19.186,0.72714,2
34,2,1.276,0.463,16.57,-47.421,21.148,-34.666,13.551,0.95736,3,1.2261,2,14.476,26.44,47.953,0.463,21.148,0.95736,2
34,2,1.032,0.353,17.769,-47.421,21.367,-35.429,12.519,0.88414,3,1.2793,2,7.2332,26.44,42.979,0.353,21.367,0.88414,2
34,2,0.98,0.335,15.807,-47.421,21.694,-35.211,13.554,0.94883,3,1.1215,2,10.135,40.237,83.503,0.335,21.694,0.94883,2
34,2,1.2,0.26,16.897,-48.511,22.13,-36.737,12.884,0.92589,3,1.1526,2,22.627,58.551,100.96,0.26,22.13,0.92589,2
34,2,1.188,0.575,17.442,-47.421,19.731,-35.865,11.78,0.83182,3,1.3752,2,5.1367,14.535,42.398,0.575,19.731,0.83182,1
34,2,3.428,1.704,15.807,-46.876,18.641,-37.064,10.212,0.57883,3,1.2896,2,0,1.9332,22.614,1.704,18.641,0.57883,0
34,2,1.457,1.177,16.897,-48.402,19.295,-34.557,14.051,0.90917,3,1.3993,2,6.0562,9.3521,24.896,1.177,19.295,0.90917,2
34,2,5.267,0.535,16.897,-45.676,17.987,-38.264,7.4926,0.794,3,1.4248,2,0.26581,6.8134,25.612,0.535,17.987,0.794,2
34,2,1.054,0.485,17.115,-48.293,18.314,-39.681,8.6951,0.90669,3,1.4324,2,6.3768,14.081,51.008,0.485,18.314,0.90669,2
34,2,0.933,0.477,17.115,-45.894,19.731,-37.064,9.2095,0.84755,3,1.2827,2,2.6314,11.012,58.84,0.477,19.731,0.84755,2
34,2,1.576,0.525,16.461,-47.203,19.404,-39.136,8.5871,0.87943,3,1.2209,2,6.0563,21.691,31.102,0.525,19.404,0.87943,2
34,2,0.807,0.378,17.006,-47.966,18.75,-37.282,10.825,0.91465,3,1.409,2,7.1312,14.437,60.461,0.378,18.75,0.91465,1
34,2,0.914,0.546,16.57,-47.421,18.423,-37.827,9.7705,0.79299,3,1.38,2,0,7.5271,21.498,0.546,18.423,0.79299,0
34,2,0.867,0.432,16.897,-47.857,18.641,-39.681,8.3599,0.88332,3,1.3606,2,6.0562,13.542,36.809,0.432,18.641,0.88332,2
34,2,2.896,0.43,17.115,-47.203,18.968,-39.899,7.5353,0.77018,3,1.3223,2,4.1293,7.7865,61.831,0.43,18.968,0.77018,2
34,2,2.033,0.953,16.897,-49.71,19.949,-39.027,11.111,0.81203,3,1.2925,2,1.2419,8.4752,22.432,0.953,19.949,0.81203,2
34,2,1.964,0.445,17.224,-47.748,19.186,-41.316,6.7244,0.83825,3,1.2747,2,3.7292,8.5456,29.921,0.445,19.186,0.83825,2
34,2,2.382,0.637,17.224,-48.402,20.167,-39.899,8.998,0.90615,3,1.2376,2,6.9041,12.83,26.469,0.637,20.167,0.90615,2
34,2,4.505,0.813,18.096,-47.748,20.712,-39.245,8.8964,0.82735,3,1.2723,2,2.7513,12,21.313,0.813,20.712,0.82735,1
34,2,7.818,0.631,17.66,-48.293,19.731,-40.989,7.5919,0.81319,3,1.2945,2,3.1184,6.84,25.811,0.631,19.731,0.81319,0
34,2,1.47,0.272,18.75,-47.53,21.585,-36.955,10.948,0.80256,3,1.3089,2,0.33034,7.2675,46.528,0.272,21.585,0.80256,2
34,2,2.088,0.994,18.75,-48.947,20.93,-40.444,8.7781,0.83824,3,1.3198,2,0.97832,6.8134,20.869,0.994,20.93,0.83824,2
34,2,2.527,0.794,18.859,-48.402,21.585,-38.7,10.078,0.88403,3,1.297,2,6.4125,12.112,21.187,0.794,21.585,0.88403,2
34,2,1.868,0.767,16.897,-48.511,20.385,-40.117,9.09,0.81551,3,1.1769,2,0.14933,7.6339,46.073,0.767,20.385,0.81551,2
34,2,1.625,0.746,17.333,-48.729,20.276,-39.354,9.8263,0.82566,3,1.2666,2,3.7693,10.598,38.37,0.746,20.276,0.82566,2
34,2,1.203,0.276,17.769,-48.293,20.93,-40.88,8.0588,0.92482,3,1.1677,2,9.4181,42.138,68.909,0.276,20.93,0.92482,2
34,2,1.56,0.205,17.66,-49.383,19.404,-42.733,6.8747,0.86203,3,1.3143,2,3.6038,48.177,82.462,0.205,19.404,0.86203,2
34,2,1.152,0.16,18.423,-47.639,21.694,-40.662,7.7053,0.88573,3,1.1325,2,2.5217,32.353,119.45,0.16,21.694,0.88573,2
34,2,1.234,0.989,19.84,-33.685,18.532,-51.89,18.252,0.87926,1,-1.6425,2,6.5328,16.871,34.539,0.989,18.532,0.87926,2
34,2,0.91,0.712,18.75,-38.482,19.186,-51.672,13.198,0.86382,1,-1.5378,2,5.0254,11.475,51.964,0.712,19.186,0.86382,2
34,2,12.296,0.695,18.641,-41.316,19.186,-47.203,5.9119,0.75277,1,-1.4785,2,0,6.0562,17.856,0.695,19.186,0.75277,1
34,2,1.575,0.959,17.769,-48.838,19.622,-38.045,10.95,0.86991,3,1.4007,2,6.0562,9.3599,22.864,0.959,19.622,0.86991,0
34,2,1.549,0.754,17.224,-47.203,18.641,-40.335,7.0125,0.7821,3,1.3673,2,0,7.2675,21.546,0.754,18.641,0.7821,2
34,2,1.265,0.808,17.224,-47.312,17.987,-40.335,7.0184,0.84337,3,1.4619,2,3.0357,7.7867,15.404,0.808,17.987,0.84337,2
34,2,1.506,0.721,17.115,-47.094,17.66,-40.771,6.3462,0.74065,3,1.4848,2,0,6.075,10.131,0.721,17.66,0.74065,2
34,2,1.623,0.823,17.115,-47.312,17.769,-40.335,7.0074,0.77413,3,1.4773,2,2.907,7.2675,16.615,0.823,17.769,0.77413,2
34,2,1.506,0.72,16.025,-47.857,16.679,-40.88,7.0074,0.8555,3,1.4773,2,4.8557,7.7867,21.18,0.72,16.679,0.8555,2
34,2,1.457,0.855,16.897,-48.402,17.442,-41.425,6.9981,0.76923,3,1.4928,2,0,6.8133,11.986,0.855,17.442,0.76923,2
34,2,1.577,0.8,17.115,-48.729,17.878,-41.861,6.9101,0.81906,3,1.4601,2,1.7468,7.2675,21.569,0.8,17.878,0.81906,1
34,2,1.701,0.841,17.115,-48.511,17.551,-42.188,6.3378,0.80192,3,1.5019,2,2.3352,6.8133,15.54,0.841,17.551,0.80192,0
34,2,1.542,0.811,17.115,-49.165,17.006,-42.624,6.5417,0.75108,3,1.5875,2,2.0062,8.4753,14.535,0.811,17.006,0.75108,2
34,2,1.62,0.821,16.897,-49.383,16.897,-43.605,5.7777,0.84745,3,1.5708,2,2.3576,6.8133,13.888,0.821,16.897,0.84745,2
34,2,1.211,0.793,16.788,-49.71,17.224,-41.534,8.1876,0.83494,3,1.5175,2,2.8496,12.207,23.793,0.793,17.224,0.83494,2
34,2,1.323,0.854,16.788,-49.492,17.006,-41.425,8.0699,0.7734,3,1.5438,2,1.2718,6.4125,28.067,0.854,17.006,0.7734,2
34,2,1.433,0.677,16.57,-49.056,17.006,-41.643,7.4257,0.7878,3,1.512,2,0,6.4125,17.959,0.677,17.006,0.7878,2
34,2,5.969,0.752,16.679,-49.165,17.551,-42.406,6.8148,0.86313,3,1.4425,2,1.138,15.235,35.406,0.752,17.551,0.86313,2
34,2,1.275,0.663,17.333,-48.511,17.878,-42.733,5.8033,0.77448,3,1.4767,2,0,5.3533,23.54,0.663,17.878,0.77448,1
34,2,1.153,0.629,17.442,-49.056,17.769,-42.624,6.4401,0.81518,3,1.52,2,2.9731,7.0404,25.81,0.629,17.769,0.81518,0
34,2,1.267,0.586,17.115,-49.492,17.66,-42.406,7.1068,0.80784,3,1.494,2,4.2501,8.3856,36.849,0.586,17.66,0.80784,2
34,2,1.139,0.616,17.115,-48.947,17.115,-42.297,6.6498,0.75793,3,1.5708,2,0,7.2675,27.358,0.616,17.115,0.75793,2
34,2,1.174,0.544,16.679,-48.511,17.333,-41.97,6.5734,0.76905,3,1.4711,2,0,6.0562,38.134,0.544,17.333,0.76905,2
34,2,1.395,0.582,15.916,-47.639,16.897,-42.515,5.2167,0.78771,3,1.3816,2,0,7.2675,15.45,0.582,16.897,0.78771,2
34,2,1.535,0.643,15.807,-48.947,16.352,-43.06,5.9119,0.76367,3,1.4785,2,0.33392,7.2675,16.079,0.643,16.352,0.76367,2
34,2,0.98,0.541,15.807,-49.056,17.442,-40.771,8.4448,0.94061,3,1.3759,2,8.4191,15.912,30.797,0.541,17.442,0.94061,2
34,2,0.942,0.665,16.134,-48.62,16.679,-40.88,7.7591,0.85589,3,1.5005,2,5.7375,12.825,27.654,0.665,16.679,0.85589,2
34,2,1.126,0.672,15.916,-48.293,16.897,-40.771,7.5856,0.83485,3,1.4411,2,2.935,7.7534,19.182,0.672,16.897,0.83485,2
34,2,1.378,0.474,15.48,-48.402,16.679,-41.425,7.0791,0.8209,3,1.4006,2,0,11.019,51.467,0.474,16.679,0.8209,2
34,2,1.407,0.531,16.352,-48.947,16.461,-43.496,5.4517,0.71889,3,1.5508,2,0.35548,9.0686,27.608,0.531,16.461,0.71889,2
34,2,1.512,0.516,17.224,-48.511,17.66,-43.278,5.2508,0.81301,3,1.4877,2,3.2704,6.8133,18.651,0.516,17.66,0.81301,1
34,2,1.497,0.504,17.551,-48.729,17.66,-44.695,4.0349,0.79955,3,1.5438,2,0,5.1911,14.535,0.504,17.66,0.79955,0
34,2,2.177,0.581,17.333,-48.075,17.769,-42.951,5.1421,0.80285,3,1.4859,2,4.9755,9.0687,15.573,0.581,17.769,0.80285,2
34,2,1.412,0.438,17.769,-48.293,18.423,-42.406,5.9229,0.75198,3,1.4601,2,0.21375,13.066,37.057,0.438,18.423,0.75198,2
34,2,1.531,0.825,17.442,-51.999,17.115,-46.112,5.8958,0.79417,3,1.6263,2,4.9255,7.2675,14.535,0.825,17.115,0.79417,2
34,2,1.197,0.693,16.025,-50.037,17.333,-43.496,6.6703,0.8989,3,1.3734,2,5.6457,12.825,23.449,0.693,17.333,0.8989,2
34,2,1.605,0.751,16.461,-49.601,16.788,-42.733,6.8756,0.81714,3,1.5232,2,1.4535,7.0405,16.092,0.751,16.788,0.81714,2
34,2,1.473,0.781,16.57,-50.691,17.115,-42.951,7.7591,0.79208,3,1.5005,2,0,9.1441,21.394,0.781,17.115,0.79208,2
34,2,1.451,0.941,16.134,-47.421,17.333,-42.079,5.4746,0.72998,3,1.35,2,0.53967,6.8133,12.25,0.941,17.333,0.72998,1
34,2,1.462,0.66,16.461,-49.165,17.442,-43.278,5.9679,0.81812,3,1.4056,2,2.4108,8.176,15.641,0.66,17.442,0.81812,0
34,2,1.338,0.639,16.57,-49.383,17.551,-43.169,6.2907,0.84559,3,1.4142,2,2.7137,9.0843,28.671,0.639,17.551,0.84559,2
34,2,1.241,0.615,17.66,-50.037,17.551,-44.15,5.8877,0.79943,3,1.5893,2,3.9889,9.6901,18.044,0.615,17.551,0.79943,2
34,2,1.238,0.71,17.333,-48.511,17.878,-41.425,7.1068,0.6982,3,1.494,2,0.91693,8.1614,25.955,0.71,17.878,0.6982,2
34,2,9.14,0.64,17.551,-48.075,17.878,-42.624,5.4604,0.82149,3,1.5109,2,2.8235,6.8133,15.223,0.64,17.878,0.82149,2
34,2,3.925,0.754,18.423,-49.71,19.077,-40.771,8.963,0.77561,3,1.4978,2,3.2085,6.84,14.125,0.754,19.077,0.77561,1
34,2,1.458,0.485,17.878,-48.511,19.295,-36.737,11.858,0.87614,3,1.451,2,5.8331,14.364,41.985,0.485,19.295,0.87614,0
34,2,13.091,0.584,17.66,-48.947,18.205,-41.425,7.5416,0.75735,3,1.4985,2,3.4339,12.829,23.181,0.584,18.205,0.75735,2
34,2,2.014,0.981,18.532,-48.075,20.276,-34.121,14.062,0.90834,3,1.4464,2,6.4526,13.627,31.533,0.981,20.276,0.90834,2
34,2,1.117,0.501,17.224,-46.876,19.404,-36.301,10.797,0.93874,3,1.3675,2,12.326,18.564,42.428,0.501,19.404,0.93874,2
34,2,2.443,0.675,17.551,-48.293,17.878,-37.064,11.233,0.91475,3,1.5417,2,10.034,12.829,46.228,0.675,17.878,0.91475,2
34,2,1.567,0.66,17.878,-47.857,17.66,-41.098,6.7623,0.74372,3,1.603,2,1.7003,7.2675,31.885,0.66,17.66,0.74372,1
34,2,2.187,0.638,17.333,-47.966,18.532,-39.463,8.5871,0.70798,3,1.4307,2,0,12.825,36.986,0.638,18.532,0.70798,0
34,2,1.157,0.564,17.551,-46.876,18.75,-40.226,6.757,0.93551,3,1.3924,2,6.0563,13.184,26.44,0.564,18.75,0.93551,2
34,2,0.785,0.473,17.006,-47.421,17.878,-40.88,6.5987,0.85947,3,1.4382,2,6.0563,12.825,29.613,0.473,17.878,0.85947,2
34,2,0.836,0.505,16.897,-46.658,18.423,-38.918,7.8889,0.90423,3,1.3761,2,9.3522,14.437,30.23,0.505,18.423,0.90423,2
34,2,0.859,0.453,16.57,-46.112,18.75,-38.7,7.7269,0.91295,3,1.2847,2,7.2675,16.251,34.263,0.453,18.75,0.91295,2
34,2,0.937,0.438,17.442,-46.33,18.096,-38.482,7.8761,0.83122,3,1.4877,2,1.9566,7.2676,23.735,0.438,18.096,0.83122,2
34,2,0.966,0.617,17.333,-47.966,19.295,-37.609,10.54,0.89949,3,1.3835,2,6.3769,12.113,26.575,0.617,19.295,0.89949,2
34,2,1.173,0.799,17.115,-46.112,19.731,-36.41,10.049,0.89779,3,1.3074,2,6.4526,13.983,22.989,0.799,19.731,0.89779,1
34,2,0.83,0.558,16.897,-45.676,19.186,-36.737,9.2275,0.9175,3,1.3201,2,7.7347,14.535,30.603,0.558,19.186,0.9175,0
34,2,1.108,0.617,16.679,-45.894,18.968,-35.429,10.713,0.93261,3,1.3554,2,6.4125,17.098,32.566,0.617,18.968,0.93261,2
34,2,1.099,0.669,16.57,-46.003,18.096,-39.136,7.0353,0.84898,3,1.3521,2,4.817,11.08,25.117,0.669,18.096,0.84898,2
34,2,1.897,0.625,17.006,-45.894,17.878,-40.008,5.9509,0.84887,3,1.4237,2,5.4506,12.113,18.161,0.625,17.878,0.84887,2
34,2,1.309,0.617,17.551,-44.368,19.295,-37.609,6.9802,0.86518,3,1.3182,2,5.0852,8.7271,44.118,0.617,19.295,0.86518,2
34,2,1.135,0.651,17.66,-45.022,18.096,-39.027,6.0115,0.81144,3,1.4982,2,2.6874,6.4125,20.125,0.651,18.096,0.81144,2
34,2,0.804,0.461,17.006,-44.368,17.769,-39.245,5.1801,0.88796,3,1.4229,2,4.7483,12.15,30.99,0.461,17.769,0.88796,2
34,2,0.974,0.538,16.461,-46.548,17.769,-39.899,6.7772,0.8901,3,1.3766,2,6.8134,13.184,23.333,0.538,17.769,0.8901,2
34,2,1.054,0.542,16.57,-47.312,17.333,-40.989,6.3686,0.87673,3,1.4507,2,5.2127,12.825,29.187,0.542,17.333,0.87673,2
34,2,1.253,0.553,16.461,-46.658,17.878,-39.354,7.4401,0.87828,3,1.3791,2,5.7089,14.199,25.597,0.553,17.878,0.87828,1
34,2,1.204,0.377,17.333,-45.676,17.551,-40.771,4.9104,0.83862,3,1.5264,2,5.6514,9.9103,19.361,0.377,17.551,0.83862,0
34,2,1.173,0.479,17.551,-45.785,17.442,-41.316,4.4709,0.82378,3,1.5952,2,2.0907,6.8134,36.897,0.479,17.442,0.82378,2
34,2,0.766,0.429,17.442,-45.567,18.096,-39.463,6.1397,0.7194,3,1.4641,2,0,4.2028,29.321,0.429,18.096,0.7194,2
34,2,0.882,0.472,17.224,-47.53,20.821,-35.429,12.624,0.69949,3,1.2818,2,9.4655,19.152,55.678,0.472,20.821,0.69949,2
34,2,0.736,0.373,17.006,-47.312,17.987,-38.482,8.8844,0.93866,3,1.4601,2,11.583,18.156,62.541,0.373,17.987,0.93866,2
34,2,0.782,0.365,17.115,-45.458,17.66,-39.136,6.3462,0.76117,3,1.4848,2,2.2248,7.2675,17.563,0.365,17.66,0.76117,1
34,2,0.757,0.496,17.769,-45.131,19.404,-34.884,10.377,0.90747,3,1.4126,2,11.303,19.529,38.363,0.496,19.404,0.90747,0
34,2,0.737,0.424,16.788,-45.458,18.859,-35.211,10.454,0.89334,3,1.3714,2,15.336,26.439,36.099,0.424,18.859,0.89334,2
34,2,0.822,0.49,17.115,-45.458,18.205,-33.794,11.715,0.89013,3,1.4776,2,15.404,27.254,37.922,0.49,18.205,0.89013,2
34,2,0.876,0.379,17.224,-44.259,18.423,-34.23,10.101,0.89421,3,1.4518,2,13.347,29.965,45.404,0.379,18.423,0.89421,2
34,2,0.731,0.379,17.769,-45.567,17.66,-36.41,9.1577,0.93104,3,1.5827,2,11.583,19.237,37.064,0.379,17.66,0.93104,2
34,2,0.877,0.517,16.461,-46.985,17.115,-35.211,11.792,0.73273,3,1.5153,2,7.8078,29.2,44.077,0.517,17.115,0.73273,2
34,2,0.838,0.394,16.788,-44.477,18.205,-35.102,9.4816,0.92421,3,1.4208,2,12.721,29.965,45.506,0.394,18.205,0.92421,1
34,2,1.07,0.557,17.115,-45.894,17.115,-37.827,8.067,0.88188,3,1.5708,2,6.0563,13.627,20.44,0.557,17.115,0.88188,0
34,2,0.936,0.524,16.57,-47.094,16.897,-40.771,6.3312,0.86247,3,1.5191,2,4.8713,11.86,24.772,0.524,16.897,0.86247,2
34,2,0.954,0.551,16.679,-46.33,17.224,-40.771,5.5863,0.90979,3,1.4731,2,6.0244,12.112,20.576,0.551,17.224,0.90979,2
34,2,1.126,0.486,16.025,-45.458,16.57,-40.771,4.7191,0.80555,3,1.455,2,0,6.8133,16.297,0.486,16.57,0.80555,2
34,2,1.176,0.442,16.134,-42.842,16.025,-39.681,3.1633,0.80282,3,1.6053,2,1.2578,7.2675,14.237,0.442,16.025,0.80282,2
34,2,0.271,0.07,17.551,-43.932,17.551,-43.932,0,1,2,0,2,0,0,0,0.07,17.551,1,2
34,2,1.131,0.651,16.352,-45.131,16.461,-40.444,4.6888,0.77213,3,1.5475,2,0,7.2676,13.324,0.651,16.461,0.77213,1
34,2,0.91,0.378,17.224,-43.714,18.096,-39.136,4.6609,0.8937,3,1.3826,2,3.7993,15.235,41.758,0.378,18.096,0.8937,0
34,2,0.675,0.297,16.679,-43.605,17.442,-39.027,4.6417,0.90549,3,1.4056,2,6.0562,10.278,30.122,0.297,17.442,0.90549,2
34,2,0.886,0.351,16.352,-46.548,18.205,-36.737,9.9847,0.91684,3,1.3841,2,14.123,29.256,49.47,0.351,18.205,0.91684,2
34,2,1.072,0.353,17.224,-46.439,18.641,-36.41,10.129,0.89799,3,1.4304,2,11.794,20.44,89.055,0.353,18.641,0.89799,2
34,2,0.844,0.515,16.679,-46.658,18.096,-40.553,6.2671,0.80282,3,1.3427,2,2.1197,6.5319,26.935,0.515,18.096,0.80282,2
34,2,0.822,0.43,17.006,-44.15,18.205,-37.391,6.8643,0.81499,3,1.3952,2,5.1479,15.235,39.829,0.43,18.205,0.81499,2
34,2,0.873,0.493,17.224,-45.458,17.551,-38.918,6.5489,0.90429,3,1.5208,2,6.4125,13.584,26.818,0.493,17.551,0.90429,2
34,2,0.874,0.544,16.897,-47.748,17.769,-38.7,9.09,0.90955,3,1.4747,2,7.7347,20.44,40.969,0.544,17.769,0.90955,2
34,2,0.706,0.447,17.224,-47.857,17.333,-39.136,8.7217,0.8559,3,1.5583,2,5.5403,13.627,48.511,0.447,17.333,0.8559,2
